participant,group,trial,label,no,item,exp,condition,cb,left,right,target,r1,r2,r3,r4,r5,r6,r7,question_rt,choice_rt,choice,chosen_type,mismatch,dominant,prop_left,prop_right,total_dwell,dwell_left,dwell_right,fixations_left,fixations_right,total_fixation,revisits_left,revisits_right,total_revisits,transitions,ffs,ffd,fvs,fvd,cxt
participant_036,c,43,experiment,30,10,1,contrastive,y,10b,10a,10b,465.0,311.0,322.0,388.0,334.0,497.0,316.0,,737.0,right,A,True,right,0.0,1.0,769.0,0.0,769.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,769.0,right,769.0,contrastive.A
participant_036,c,22,experiment,32,11,1,focus,y,11b,11a,,580.0,283.0,351.0,394.0,376.0,563.0,445.0,,913.0,right,A,False,right,0.0,1.0,560.0,0.0,560.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,right,129.0,right,560.0,focus.A
participant_036,c,10,experiment,34,12,1,exclusive,y,12b,12a,12a,485.0,452.0,560.0,592.0,425.0,639.0,569.0,,780.0,right,A,False,left,1.0,0.0,670.0,670.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,670.0,left,670.0,exclusive.A
participant_036,c,20,experiment,39,13,1,contrastive,n,13a,13b,13b,421.0,334.0,280.0,504.0,385.0,472.0,756.0,,1448.0,left,A,True,right,0.129,0.871,697.0,90.0,607.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,left,90.0,left,90.0,contrastive.A
participant_036,c,29,experiment,41,14,1,focus,n,14a,14b,,439.0,287.0,222.0,498.0,368.0,298.0,610.0,,2779.0,left,A,False,left,0.839,0.161,703.0,590.0,113.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,590.0,left,590.0,focus.A
participant_036,c,15,experiment,43,15,1,exclusive,n,15a,15b,15a,493.0,351.0,398.0,392.0,304.0,617.0,374.0,,821.0,left,A,False,right,0.0,1.0,505.0,0.0,505.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,76.0,right,505.0,exclusive.A
participant_036,c,25,experiment,48,16,1,contrastive,y,16b,16a,16b,495.0,277.0,243.0,425.0,344.0,331.0,427.0,,3724.0,right,A,True,right,0.441,0.559,247.0,109.0,138.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,right,54.0,right,54.0,contrastive.A
participant_036,c,24,experiment,50,17,1,focus,y,17b,17a,,329.0,246.0,479.0,556.0,409.0,466.0,471.0,,697.0,right,A,False,left,0.652,0.348,531.0,346.0,185.0,4.0,3.0,7.0,3.0,2.0,5.0,4.0,left,139.0,left,139.0,focus.A
participant_036,c,38,experiment,52,18,1,exclusive,y,18b,18a,18a,349.0,284.0,409.0,335.0,344.0,293.0,324.0,,753.0,right,A,False,left,0.812,0.188,528.0,429.0,99.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,right,99.0,right,99.0,exclusive.A
participant_037,a,36,experiment,1,1,1,exclusive,n,1a,1b,1a,401.0,342.0,457.0,399.0,351.0,226.0,369.0,,780.0,left,A,False,left,1.0,0.0,677.0,677.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,677.0,left,677.0,exclusive.A
participant_037,a,50,experiment,6,2,1,contrastive,y,2b,2a,2b,313.0,273.0,258.0,293.0,371.0,309.0,259.0,,1078.0,left,B,False,,,,1067.6402586206896,,,,,4.874137931034483,,,,1.9,,220.05172413793105,,406.4448275862069,contrastive.B
participant_037,a,18,experiment,8,3,1,focus,y,3b,3a,,402.0,276.0,247.0,324.0,349.0,295.0,523.0,,1269.0,right,A,False,right,0.477,0.523,874.0,417.0,457.0,4.0,2.0,6.0,3.0,1.0,4.0,1.0,right,138.0,right,457.0,focus.A
participant_037,a,43,experiment,10,4,1,exclusive,y,4b,4a,4a,570.0,235.0,405.0,357.0,381.0,304.0,462.0,,929.0,right,A,False,right,0.0,1.0,515.0,0.0,515.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,279.0,right,515.0,exclusive.A
participant_037,a,10,experiment,15,5,1,contrastive,n,5a,5b,5b,303.0,265.0,261.0,311.0,429.0,394.0,576.0,,2366.0,left,A,True,right,0.5,0.5,1109.0,554.0,555.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,554.0,left,554.0,contrastive.A
participant_037,a,13,experiment,17,6,1,focus,n,6a,6b,,368.0,324.0,356.0,324.0,338.0,362.0,328.0,,613.0,left,A,False,left,0.539,0.461,1070.0,577.0,493.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,right,60.0,right,493.0,focus.A
participant_037,a,49,experiment,19,7,1,exclusive,n,7a,7b,7a,573.0,271.0,340.0,314.0,272.0,498.0,275.0,,1724.0,left,A,False,,,,1067.6402586206896,,,,,4.874137931034483,,,,1.9,,220.05172413793105,,406.4448275862069,exclusive.A
participant_037,a,47,experiment,24,8,1,contrastive,y,8b,8a,8b,380.0,394.0,367.0,335.0,334.0,337.0,322.0,,912.0,left,B,False,left,0.95,0.05,1481.0,1407.0,74.0,3.0,1.0,4.0,2.0,0.0,2.0,1.0,right,74.0,right,74.0,contrastive.B
participant_037,a,35,experiment,26,9,1,focus,y,9b,9a,,324.0,299.0,276.0,249.0,388.0,307.0,346.0,,733.0,right,A,False,right,0.0,1.0,724.0,0.0,724.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,86.0,right,724.0,focus.A
participant_037,a,45,experiment,28,10,1,exclusive,y,10b,10a,10a,317.0,283.0,412.0,290.0,414.0,345.0,353.0,,559.0,right,A,False,left,0.672,0.328,772.0,519.0,253.0,3.0,1.0,4.0,2.0,0.0,2.0,1.0,right,253.0,right,253.0,exclusive.A
participant_037,a,42,experiment,33,11,1,contrastive,n,11a,11b,11b,477.0,272.0,226.0,419.0,358.0,314.0,505.0,,760.0,left,A,True,left,1.0,0.0,952.0,952.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,250.0,left,952.0,contrastive.A
participant_037,a,27,experiment,35,12,1,focus,n,12a,12b,,458.0,339.0,328.0,340.0,617.0,553.0,1988.0,,431.0,left,A,False,right,0.319,0.681,745.0,238.0,507.0,1.0,3.0,4.0,0.0,2.0,2.0,2.0,right,52.0,right,52.0,focus.A
participant_037,a,38,experiment,37,13,1,exclusive,n,13a,13b,13a,295.0,290.0,288.0,273.0,314.0,443.0,445.0,,682.0,left,A,False,right,0.127,0.873,659.0,84.0,575.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,84.0,left,84.0,exclusive.A
participant_037,a,31,experiment,42,14,1,contrastive,y,14b,14a,14b,422.0,305.0,712.0,454.0,320.0,344.0,461.0,,7449.0,left,B,False,left,1.0,0.0,871.0,871.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,153.0,left,871.0,contrastive.B
participant_037,a,29,experiment,44,15,1,focus,y,15b,15a,,362.0,314.0,212.0,436.0,285.0,386.0,449.0,,943.0,right,A,False,right,0.383,0.617,3835.3,1467.3,2368.0,5.0,5.0,10.0,4.0,4.0,8.0,6.0,left,68.0,left,393.0,focus.A
participant_037,a,40,experiment,46,16,1,exclusive,y,16b,16a,16a,351.0,314.0,280.0,263.0,350.0,362.0,302.0,,876.0,right,A,False,left,0.742,0.258,772.0,573.0,199.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,573.0,left,573.0,exclusive.A
participant_037,a,34,experiment,51,17,1,contrastive,n,17a,17b,17b,340.0,611.0,300.0,521.0,377.0,417.0,272.0,,733.0,left,A,True,left,1.0,0.0,396.0,396.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,197.0,left,396.0,contrastive.A
participant_037,a,21,experiment,53,18,1,focus,n,18a,18b,,414.0,275.0,289.0,275.0,474.0,353.0,388.0,,1030.0,left,A,False,right,0.468,0.532,1883.0,882.0,1001.0,6.0,3.0,9.0,5.0,2.0,7.0,3.0,left,68.0,left,373.0,focus.A
participant_038,c,33,experiment,3,1,1,contrastive,n,1a,1b,1b,614.0,426.0,449.0,501.0,667.0,449.0,412.0,,1234.0,right,B,False,left,1.0,0.0,683.0,683.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,left,416.0,left,683.0,contrastive.B
participant_038,c,36,experiment,5,2,1,focus,n,2a,2b,,553.0,596.0,1006.0,832.0,482.0,1251.0,585.0,,780.0,left,A,False,right,0.355,0.645,973.0,345.0,628.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,left,345.0,left,345.0,focus.A
participant_038,c,34,experiment,7,3,1,exclusive,n,3a,3b,3a,655.0,544.0,420.0,534.0,452.0,567.0,469.0,,985.0,left,A,False,left,1.0,0.0,761.0,761.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,761.0,left,761.0,exclusive.A
participant_038,c,47,experiment,12,4,1,contrastive,y,4b,4a,4b,538.0,534.0,801.0,638.0,484.0,772.0,762.0,,1214.0,left,B,False,right,0.0,1.0,782.0,0.0,782.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,right,342.0,right,782.0,contrastive.B
participant_038,c,27,experiment,14,5,1,focus,y,5b,5a,,568.0,585.0,444.0,987.0,477.0,432.0,452.0,,1184.0,right,A,False,right,0.478,0.522,2287.0,1093.0,1194.0,6.0,4.0,10.0,5.0,3.0,8.0,3.0,right,143.0,right,627.0,focus.A
participant_038,c,17,experiment,16,6,1,exclusive,y,6b,6a,6a,596.0,582.0,447.0,462.0,482.0,646.0,514.0,,1536.0,right,A,False,left,0.628,0.372,869.0,546.0,323.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,right,323.0,right,323.0,exclusive.A
participant_038,c,49,experiment,21,7,1,contrastive,n,7a,7b,7b,583.0,438.0,473.0,513.0,421.0,584.0,432.0,,872.0,right,B,False,,,,1067.6402586206896,,,,,4.874137931034483,,,,1.9,,220.05172413793105,,406.4448275862069,contrastive.B
participant_038,c,12,experiment,23,8,1,focus,n,8a,8b,,465.0,472.0,419.0,376.0,464.0,469.0,417.0,,782.0,left,A,False,right,0.183,0.817,2174.1,398.0,1776.1,1.0,11.0,12.0,0.0,10.0,10.0,2.0,right,557.0,right,1410.1,focus.A
participant_038,c,40,experiment,25,9,1,exclusive,n,9a,9b,9a,1093.0,680.0,408.0,611.0,470.0,576.0,494.0,,1182.0,left,A,False,left,0.558,0.442,880.0,491.0,389.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,left,321.0,left,321.0,exclusive.A
participant_038,c,43,experiment,30,10,1,contrastive,y,10b,10a,10b,449.0,526.0,615.0,623.0,474.0,468.0,494.0,,1087.0,left,B,False,left,1.0,0.0,629.0,629.0,0.0,4.0,0.0,4.0,3.0,0.0,3.0,0.0,left,133.0,left,629.0,contrastive.B
participant_038,c,22,experiment,32,11,1,focus,y,11b,11a,,539.0,515.0,435.0,396.0,465.0,893.0,673.0,,856.0,right,A,False,right,0.276,0.724,355.1,98.0,257.1,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,98.0,left,98.0,focus.A
participant_038,c,10,experiment,34,12,1,exclusive,y,12b,12a,12a,639.0,1776.0,642.0,774.0,732.0,973.0,830.0,,600.0,right,A,False,left,1.0,0.0,468.0,468.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,left,177.0,left,468.0,exclusive.A
participant_038,c,20,experiment,39,13,1,contrastive,n,13a,13b,13b,745.0,710.0,803.0,1027.0,869.0,1042.0,828.0,,807.0,right,B,False,left,0.884,0.116,621.0,549.0,72.0,4.0,1.0,5.0,3.0,0.0,3.0,2.0,left,135.0,left,204.0,contrastive.B
participant_038,c,29,experiment,41,14,1,focus,n,14a,14b,,484.0,390.0,370.0,534.0,459.0,578.0,641.0,,2969.0,left,A,False,left,0.567,0.433,1156.0,655.0,501.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,655.0,left,655.0,focus.A
participant_038,c,15,experiment,43,15,1,exclusive,n,15a,15b,15a,931.0,1031.0,512.0,652.0,522.0,704.0,640.0,,861.0,left,A,False,right,0.339,0.661,1074.0,364.0,710.0,2.0,4.0,6.0,1.0,3.0,4.0,1.0,left,199.0,left,364.0,exclusive.A
participant_038,c,25,experiment,48,16,1,contrastive,y,16b,16a,16b,643.0,459.0,483.0,503.0,453.0,371.0,375.0,,1030.0,left,B,False,right,0.0,1.0,257.1,0.0,257.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,257.1,right,257.1,contrastive.B
participant_038,c,24,experiment,50,17,1,focus,y,17b,17a,,591.0,1434.0,1310.0,1520.0,841.0,867.0,1443.0,,1163.0,right,A,False,right,0.0,1.0,811.0,0.0,811.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,811.0,right,811.0,focus.A
participant_038,c,38,experiment,52,18,1,exclusive,y,18b,18a,18a,524.0,972.0,1020.0,582.0,422.0,481.0,774.0,,1056.0,right,A,False,left,1.0,0.0,257.1,257.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,257.1,left,257.1,exclusive.A
participant_039,b,34,experiment,2,1,1,focus,y,1b,1a,,252.0,449.0,329.0,234.0,349.0,271.0,329.0,,439.0,right,A,False,right,0.0,1.0,484.0,0.0,484.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,284.0,right,484.0,focus.A
participant_039,b,26,experiment,4,2,1,exclusive,y,2b,2a,2a,363.0,435.0,466.0,354.0,417.0,398.0,384.0,,765.0,right,A,False,left,1.0,0.0,1119.0,1119.0,0.0,4.0,0.0,4.0,3.0,0.0,3.0,0.0,left,68.0,left,1119.0,exclusive.A
participant_039,b,49,experiment,9,3,1,contrastive,n,3a,3b,3b,249.0,323.0,245.0,400.0,332.0,273.0,297.0,,546.0,right,B,False,,,,1067.6402586206896,,,,,4.874137931034483,,,,1.9,,220.05172413793105,,406.4448275862069,contrastive.B
participant_039,b,25,experiment,11,4,1,focus,n,4a,4b,,274.0,608.0,343.0,336.0,305.0,326.0,279.0,,515.0,left,A,False,right,0.0,1.0,614.0,0.0,614.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,614.0,right,614.0,focus.A
participant_039,b,13,experiment,13,5,1,exclusive,n,5a,5b,5a,401.0,440.0,441.0,423.0,394.0,379.0,406.0,,1747.0,left,A,False,left,1.0,0.0,712.0,712.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,712.0,left,712.0,exclusive.A
participant_039,b,15,experiment,18,6,1,contrastive,y,6b,6a,6b,418.0,333.0,304.0,330.0,336.0,569.0,331.0,,1111.0,left,B,False,right,0.0,1.0,500.0,0.0,500.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,500.0,right,500.0,contrastive.B
participant_039,b,37,experiment,20,7,1,focus,y,7b,7a,,323.0,297.0,252.0,261.0,269.0,264.0,269.0,,687.0,right,A,False,left,1.0,0.0,1377.0,1377.0,0.0,5.0,0.0,5.0,4.0,0.0,4.0,0.0,left,129.0,left,1377.0,focus.A
participant_039,b,17,experiment,22,8,1,exclusive,y,8b,8a,8a,403.0,449.0,372.0,342.0,339.0,364.0,346.0,,544.0,right,A,False,right,0.327,0.673,1021.0,334.0,687.0,1.0,3.0,4.0,0.0,2.0,2.0,2.0,right,93.0,right,159.0,exclusive.A
participant_039,b,12,experiment,27,9,1,contrastive,n,9a,9b,9b,425.0,377.0,350.0,414.0,394.0,356.0,366.0,,2782.0,right,B,False,right,0.385,0.615,563.0,217.0,346.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,left,217.0,left,217.0,contrastive.B
participant_039,b,21,experiment,29,10,1,focus,n,10a,10b,,322.0,268.0,1067.0,407.0,375.0,403.0,419.0,,1044.0,left,A,False,left,0.573,0.427,2137.0,1224.0,913.0,3.0,3.0,6.0,2.0,2.0,4.0,1.0,right,51.0,right,913.0,focus.A
participant_039,b,39,experiment,31,11,1,exclusive,n,11a,11b,11a,283.0,294.0,351.0,287.0,252.0,265.0,284.0,,1643.0,left,A,False,left,1.0,0.0,476.0,476.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,476.0,left,476.0,exclusive.A
participant_039,b,41,experiment,36,12,1,contrastive,y,12b,12a,12b,276.0,1084.0,451.0,398.0,436.0,398.0,342.0,,491.0,left,B,False,left,1.0,0.0,522.0,522.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,522.0,left,522.0,contrastive.B
participant_039,b,14,experiment,38,13,1,focus,y,13b,13a,,371.0,401.0,364.0,379.0,371.0,393.0,534.0,,965.0,right,A,False,right,0.292,0.708,1646.0,481.0,1165.0,2.0,4.0,6.0,1.0,3.0,4.0,2.0,left,118.0,left,118.0,focus.A
participant_039,b,29,experiment,40,14,1,exclusive,y,14b,14a,14a,210.0,380.0,348.0,263.0,326.0,423.0,287.0,,1101.0,right,A,False,left,0.521,0.479,2312.1,1204.1,1108.0,4.0,2.0,6.0,3.0,1.0,4.0,4.0,left,88.0,left,88.0,exclusive.A
participant_039,b,46,experiment,45,15,1,contrastive,n,15a,15b,15b,528.0,468.0,558.0,510.0,336.0,348.0,315.0,,883.0,right,B,False,left,1.0,0.0,450.0,450.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,249.0,left,450.0,contrastive.B
participant_039,b,18,experiment,47,16,1,focus,n,16a,16b,,340.0,359.0,298.0,293.0,314.0,332.0,348.0,,988.0,left,A,False,left,0.572,0.428,1441.0,824.0,617.0,2.0,3.0,5.0,1.0,2.0,3.0,2.0,left,341.0,left,341.0,focus.A
participant_039,b,23,experiment,49,17,1,exclusive,n,17a,17b,17a,368.0,349.0,285.0,551.0,381.0,332.0,387.0,,2484.0,left,A,False,left,1.0,0.0,456.0,456.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,229.0,left,456.0,exclusive.A
participant_039,b,43,experiment,54,18,1,contrastive,y,18b,18a,18b,450.0,348.0,322.0,301.0,311.0,284.0,304.0,,526.0,left,B,False,right,0.0,1.0,732.0,0.0,732.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,183.0,right,732.0,contrastive.B
participant_040,c,33,experiment,3,1,1,contrastive,n,1a,1b,1b,478.0,243.0,272.0,367.0,270.0,340.0,351.0,,515.0,right,B,False,left,0.786,0.214,1057.0,831.0,226.0,3.0,2.0,5.0,2.0,1.0,3.0,1.0,right,93.0,right,226.0,contrastive.B
participant_040,c,36,experiment,5,2,1,focus,n,2a,2b,,556.0,206.0,263.0,293.0,303.0,564.0,350.0,,480.0,left,A,False,left,1.0,0.0,542.0,542.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,143.0,left,542.0,focus.A
participant_040,c,34,experiment,7,3,1,exclusive,n,3a,3b,3a,349.0,271.0,214.0,349.0,374.0,677.0,448.0,,786.0,left,A,False,left,1.0,0.0,217.0,217.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,66.0,left,217.0,exclusive.A
participant_040,c,47,experiment,12,4,1,contrastive,y,4b,4a,4b,457.0,178.0,337.0,404.0,411.0,369.0,381.0,,544.0,left,B,False,right,0.387,0.613,300.0,116.0,184.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,116.0,left,116.0,contrastive.B
participant_040,c,27,experiment,14,5,1,focus,y,5b,5a,,346.0,321.0,332.0,315.0,327.0,321.0,347.0,,799.0,right,A,False,left,0.623,0.377,1700.1,1059.0,641.1,3.0,2.0,5.0,2.0,1.0,3.0,4.0,left,215.0,left,215.0,focus.A
participant_040,c,17,experiment,16,6,1,exclusive,y,6b,6a,6a,444.0,300.0,335.0,369.0,351.0,394.0,389.0,,693.0,right,A,False,left,1.0,0.0,396.0,396.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,396.0,left,396.0,exclusive.A
participant_040,c,49,experiment,21,7,1,contrastive,n,7a,7b,7b,277.0,279.0,311.0,317.0,301.0,419.0,363.0,,505.0,right,B,False,,,,1067.6402586206896,,,,,4.874137931034483,,,,1.9,,220.05172413793105,,406.4448275862069,contrastive.B
participant_040,c,12,experiment,23,8,1,focus,n,8a,8b,,606.0,415.0,492.0,373.0,433.0,398.0,449.0,,1020.0,left,A,False,right,0.0,1.0,257.1,0.0,257.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,257.1,right,257.1,focus.A
participant_040,c,40,experiment,25,9,1,exclusive,n,9a,9b,9a,280.0,252.0,257.0,299.0,292.0,325.0,325.0,,666.0,left,A,False,right,0.0,1.0,434.0,0.0,434.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,right,66.0,right,434.0,exclusive.A
participant_040,c,43,experiment,30,10,1,contrastive,y,10b,10a,10b,366.0,299.0,364.0,287.0,315.0,324.0,467.0,,609.0,left,B,False,right,0.0,1.0,588.0,0.0,588.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,588.0,right,588.0,contrastive.B
participant_040,c,22,experiment,32,11,1,focus,y,11b,11a,,420.0,310.0,301.0,355.0,364.0,446.0,640.0,,826.0,right,A,False,right,0.13,0.87,806.0,105.0,701.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,left,51.0,left,51.0,focus.A
participant_040,c,10,experiment,34,12,1,exclusive,y,12b,12a,12a,489.0,400.0,494.0,388.0,469.0,710.0,596.0,,2051.0,right,A,False,left,1.0,0.0,889.0,889.0,0.0,4.0,0.0,4.0,3.0,0.0,3.0,0.0,left,152.0,left,889.0,exclusive.A
participant_040,c,20,experiment,39,13,1,contrastive,n,13a,13b,13b,295.0,306.0,325.0,343.0,375.0,386.0,919.0,,1343.0,left,A,True,left,0.585,0.415,511.0,299.0,212.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,299.0,left,299.0,contrastive.A
participant_040,c,29,experiment,41,14,1,focus,n,14a,14b,,321.0,266.0,368.0,216.0,420.0,331.0,598.0,,3033.0,left,A,False,left,0.827,0.173,572.0,473.0,99.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,left,99.0,left,99.0,focus.A
participant_040,c,15,experiment,43,15,1,exclusive,n,15a,15b,15a,516.0,384.0,300.0,300.0,373.0,443.0,387.0,,634.0,left,A,False,right,0.419,0.581,561.0,235.0,326.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,left,66.0,left,235.0,exclusive.A
participant_040,c,25,experiment,48,16,1,contrastive,y,16b,16a,16b,293.0,320.0,315.0,321.0,312.0,364.0,587.0,,2800.0,left,B,False,right,0.0,1.0,650.0,0.0,650.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,134.0,right,650.0,contrastive.B
participant_040,c,24,experiment,50,17,1,focus,y,17b,17a,,337.0,382.0,306.0,366.0,382.0,565.0,453.0,,1276.0,right,A,False,right,0.337,0.663,487.0,164.0,323.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,right,94.0,right,94.0,focus.A
participant_040,c,38,experiment,52,18,1,exclusive,y,18b,18a,18a,317.0,271.0,277.0,322.0,353.0,314.0,350.0,,699.0,left,B,True,left,1.0,0.0,449.0,449.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,358.0,left,449.0,exclusive.B
participant_041,c,33,experiment,3,1,1,contrastive,n,1a,1b,1b,513.0,426.0,367.0,398.0,379.0,399.0,412.0,,1113.0,left,A,True,left,0.813,0.187,411.1,334.1,77.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,right,77.0,right,77.0,contrastive.A
participant_041,c,36,experiment,5,2,1,focus,n,2a,2b,,412.0,420.0,365.0,355.0,397.0,354.0,379.0,,1017.0,left,A,False,right,0.0,1.0,914.0,0.0,914.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,158.0,right,914.0,focus.A
participant_041,c,34,experiment,7,3,1,exclusive,n,3a,3b,3a,400.0,366.0,339.0,391.0,368.0,370.0,429.0,,1360.0,left,A,False,left,1.0,0.0,803.0,803.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,803.0,left,803.0,exclusive.A
participant_041,c,47,experiment,12,4,1,contrastive,y,4b,4a,4b,410.0,392.0,370.0,393.0,386.0,451.0,453.0,,952.0,right,A,True,right,0.387,0.613,861.1,333.0,528.1,2.0,3.0,5.0,1.0,2.0,3.0,3.0,right,212.0,right,271.0,contrastive.A
participant_041,c,27,experiment,14,5,1,focus,y,5b,5a,,422.0,379.0,411.0,434.0,453.0,405.0,542.0,,894.0,right,A,False,right,0.427,0.573,2578.1,1101.1,1477.0,3.0,3.0,6.0,2.0,2.0,4.0,4.0,right,54.0,right,54.0,focus.A
participant_041,c,17,experiment,16,6,1,exclusive,y,6b,6a,6a,537.0,439.0,494.0,494.0,448.0,487.0,491.0,,866.0,right,A,False,left,0.641,0.359,1062.0,681.0,381.0,4.0,2.0,6.0,3.0,1.0,4.0,1.0,right,80.0,right,381.0,exclusive.A
participant_041,c,49,experiment,21,7,1,contrastive,n,7a,7b,7b,426.0,395.0,348.0,352.0,352.0,372.0,409.0,,1746.0,left,A,True,,,,1067.6402586206896,,,,,4.874137931034483,,,,1.9,,220.05172413793105,,406.4448275862069,contrastive.A
participant_041,c,12,experiment,23,8,1,focus,n,8a,8b,,535.0,526.0,607.0,602.0,536.0,537.0,534.0,,1259.0,left,A,False,right,0.304,0.696,933.1,284.0,649.1,1.0,2.0,3.0,0.0,1.0,1.0,2.0,right,257.1,right,257.1,focus.A
participant_041,c,40,experiment,25,9,1,exclusive,n,9a,9b,9a,445.0,263.0,296.0,334.0,306.0,322.0,385.0,,1062.0,left,A,False,right,0.0,1.0,754.0,0.0,754.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,right,83.0,right,754.0,exclusive.A
participant_041,c,43,experiment,30,10,1,contrastive,y,10b,10a,10b,420.0,378.0,407.0,349.0,338.0,395.0,397.0,,1005.0,right,A,True,right,0.197,0.803,949.0,187.0,762.0,3.0,2.0,5.0,2.0,1.0,3.0,4.0,left,79.0,left,79.0,contrastive.A
participant_041,c,22,experiment,32,11,1,focus,y,11b,11a,,519.0,485.0,492.0,499.0,476.0,445.0,505.0,,1084.0,right,A,False,right,0.122,0.878,1291.0,158.0,1133.0,1.0,3.0,4.0,0.0,2.0,2.0,1.0,right,65.0,right,1133.0,focus.A
participant_041,c,10,experiment,34,12,1,exclusive,y,12b,12a,12a,563.0,555.0,527.0,577.0,566.0,686.0,697.0,,991.0,right,A,False,left,0.798,0.202,431.1,344.1,87.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,left,87.0,left,87.0,exclusive.A
participant_041,c,20,experiment,39,13,1,contrastive,n,13a,13b,13b,445.0,477.0,443.0,491.0,501.0,474.0,507.0,,1430.0,left,A,True,right,0.216,0.784,926.0,200.0,726.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,200.0,left,200.0,contrastive.A
participant_041,c,29,experiment,41,14,1,focus,n,14a,14b,,412.0,394.0,385.0,369.0,394.0,378.0,455.0,,3765.0,left,A,False,right,0.304,0.696,1318.0,401.0,917.0,2.0,3.0,5.0,1.0,2.0,3.0,4.0,right,113.0,right,113.0,focus.A
participant_041,c,15,experiment,43,15,1,exclusive,n,15a,15b,15a,570.0,496.0,559.0,523.0,492.0,574.0,953.0,,1789.0,left,A,False,right,0.0,1.0,585.0,0.0,585.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,77.0,right,585.0,exclusive.A
participant_041,c,25,experiment,48,16,1,contrastive,y,16b,16a,16b,371.0,370.0,374.0,370.0,393.0,370.0,427.0,,1119.0,right,A,True,right,0.163,0.837,755.0,123.0,632.0,2.0,3.0,5.0,1.0,2.0,3.0,3.0,left,70.0,left,70.0,contrastive.A
